Simulation Data generated by HPSim Dec-09-2018 14:21:29;
Count/ Steps;Time/ ms;Pegel;Einsatzstoff;Füllen;Produkt;Leeren;Antrieb Rührer;Temperatur;LIS 01;LIS 02;Dampf;Kühlwasser;Heizung;Kühlung;TIS 01;TIS 02;/Start;/Automatik ein;/Füllen;/LIS 01;/LIS 02;/Reaktion;/Kühlen;/TIS 02;/Leeren;/Heizen;/TIS 01;/UV 02 auf;/M 01 ein;/UV 03 auf;/UV 02 zu;/UV 03 zu;/UV 01 auf;/UV 01 zu;/M 01 aus;/UV 04 auf;/UV 04 zu;
